,business_id,inspection_business_name,city,description,InspectTypeCnt_Consult,InspectTypeCnt_Routine,InspectTypeCnt_Return,ViolationCnt_Blue,ViolationCnt_Red,SafetyGroup
9022,PR0071957,LLOYD MARTIN,seattle,Seating 13-50 - Risk Category III,1.0,1.0,0.0,0.0,0.0,Average
9023,PR0071931,MT SI HIGH SCHOOL/ SNOQUALMIE VALLEY SCHOOL DISTICT,snoqualmie,Non-Profit Institution - Risk Category III,0.0,1.0,0.0,0.0,1.0,Average
9024,PR0082622,JOULE,seattle,Seating 51-150 - Risk Category III,0.0,1.0,0.0,0.0,1.0,Average
9025,PR0076385,OLIVER'S TWIST,seattle,Seating 51-150 - Risk Category III,0.0,1.0,0.0,0.0,1.0,Average
9026,PR0077884,JULEP NAIL PARLOR,bellevue,Seating 13-50 - Risk Category III,0.0,2.0,0.0,2.0,0.0,Average
9027,PR0071038,SIZZLE & CRUNCH,seattle,Seating 13-50 - Risk Category III,1.0,0.0,0.0,0.0,0.0,NotInspected
9028,PR0071889,SOLO BAR & GALLERY,seattle,Seating 13-50 - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
9029,PR0005755,SAFEWAY INC #494,enumclaw,Grocery Store-no seating - Risk Category II,1.0,1.0,0.0,0.0,0.0,Average
9030,PR0053159,WEST BAY ESPRESSO,seattle,Seating 0-12 - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
9031,PR0005906,IRON HORSE CASINO,auburn,Seating 151-250 - Risk Category III,0.0,1.0,0.0,1.0,0.0,Average
9032,PR0084441,STARBUCKS ROASTERY / TASTING ROOM / PRINCI,seattle,Seating 51-150 - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
9033,PR0072271,BETTY,seattle,Seating 51-150 - Risk Category III,1.0,2.0,0.0,0.0,2.0,Average
9034,PR0066390,SAFEWAY STORE #1572,duvall,Seating 0-12 - Risk Category II,0.0,1.0,0.0,0.0,0.0,Average
9035,PR0016195,PONY KEG GRILL & BAR,kent,Seating 51-150 - Risk Category III,1.0,2.0,0.0,1.0,0.0,Average
9036,PR0086022,AVANTI MARKETS NW @ BONNEVILLE,seattle,Grocery Store-no seating - Risk Category I,0.0,1.0,0.0,1.0,0.0,Average
9037,PR0082198,TAQUERIA EL SABOR,kent,Seating 13-50 - Risk Category III,1.0,0.0,0.0,0.0,0.0,NotInspected
9038,PR0072394,HAVANA,seattle,Seating 51-150 - Risk Category I,0.0,1.0,0.0,0.0,1.0,Average
9039,PR0082658,NATHAN HALE SENIOR HIGH SCHOOL,seattle,Non-Profit Institution - Risk Category II,1.0,1.0,0.0,0.0,1.0,Average
9040,PR0082349,BAKE'S,bellevue,Seating 51-150 - Risk Category III,0.0,1.0,0.0,0.0,1.0,Average
9041,PR0007319,BETTER MEAT INC,seattle,Grocery Store-no seating - Risk Category II,0.0,1.0,0.0,0.0,0.0,Average
9042,PR0083630,Jersey Mike's Subs,redmond,Seating 13-50 - Risk Category III,0.0,2.0,0.0,0.0,1.0,Average
9043,PR0076719,RED LION HOTEL SEATTLE AIRPORT,sea tac,Seating 0-12 - Risk Category I,0.0,1.0,0.0,0.0,1.0,Average
9044,PR0022157,NEWPORT HIGH SCHOOL,bellevue,Non-Profit Institution - Risk Category I,0.0,1.0,0.0,0.0,1.0,Average
9045,PR0081799,DREAMGIRLS AT RICK'S,seattle,Seating 51-150 - Risk Category I,0.0,2.0,0.0,1.0,1.0,Average
9046,PR0005751,SAFEWAY INC #366,renton,Grocery Store-no seating - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
9047,PR0006791,SEVENTH-DAY ADVENTIST SCHOOL,kirkland,Non-Profit Institution - Risk Category III,0.0,2.0,0.0,0.0,1.0,Average
9048,PR0082716,NUTRI FRUTI ORIGINAL,federal way,Seating 13-50 - Risk Category II,0.0,1.0,0.0,0.0,0.0,Average
9049,PR0071223,SAFEWAY INC #494,enumclaw,Meat/Sea Food - Risk Category III,1.0,1.0,0.0,0.0,0.0,Average
9050,PR0069891,AMANTE PIZZA AND PASTA,kirkland,Seating 0-12 - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
9051,PR0069205,STARBUCKS COFFEE #3414,kirkland,Seating 51-150 - Risk Category II,0.0,1.0,0.0,0.0,0.0,Average
9052,PR0085365,"TARGET STORES, T0637",seattle,Seating 13-50 - Risk Category II,0.0,1.0,0.0,0.0,0.0,Average
9053,PR0083596,MCDONALD'S CORP #3737,seattle,Seating 13-50 - Risk Category III,1.0,5.0,1.0,2.0,3.0,Average
9054,PR0046793,Safeway Store #3120,burien,Seating 0-12 - Risk Category III,1.0,2.0,0.0,0.0,1.0,Average
9055,PR0010546,SHELL - FAUNTLEROY,seattle,Grocery Store-no seating - Risk Category I,0.0,2.0,0.0,2.0,0.0,Average
9056,PR0007091,PETE'S GRILL & PUB,carnation,Seating 51-150 - Risk Category III,0.0,3.0,0.0,1.0,2.0,Average
9057,PR0085037,PLAZA LOS  JALAPENOS,renton,Meat/Sea Food - Risk Category III,1.0,2.0,0.0,1.0,1.0,Average
9058,PR0082417,MENCHIE'S FROZEN YOGURT,seattle,Seating 13-50 - Risk Category II,1.0,2.0,0.0,2.0,0.0,Average
9059,PR0077480,YOPOP,tukwila,Seating 0-12 - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
9060,PR0083411,KUKURUZA GOURMET POPCORN,bellevue,Seating 0-12 - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
9061,PR0004798,DOUBLETREE HOTEL SEATTLE,seattle,Seating > 250 - Risk Category III,0.0,2.0,0.0,0.0,2.0,Average
9062,PR0001321,STYLE HOT POT,seattle,Seating 51-150 - Risk Category III,1.0,6.0,0.0,4.0,2.0,Average
9063,PR0077860,ANCHOVIES AND OLIVES,seattle,Seating 51-150 - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
9064,PR0072371,AFC SUSHI @ QFC #828,kirkland,Seating 0-12 - Risk Category III,0.0,1.0,0.0,1.0,0.0,Average
9065,PR0028983,QFC #809,kirkland,Bakery-no seating - Risk Category II,0.0,2.0,0.0,2.0,0.0,Average
9066,PR0067528,MUCHO MAS TIENDA Y CANNICERIA,kirkland,Seating 0-12 - Risk Category III,0.0,4.0,0.0,3.0,1.0,Average
9067,PR0064016,ARGOSY,seattle,Seating 51-150 - Risk Category I,1.0,1.0,0.0,0.0,0.0,Average
9068,PR0063843,WANN,seattle,Seating 151-250 - Risk Category III,0.0,4.0,1.0,0.0,4.0,Average
9069,PR0081613,BELLEVUE HIGH SCHOOL,bellevue,School Lunch Program - Risk II,0.0,2.0,0.0,0.0,0.0,Average
9070,PR0069079,J'S QUICK STOP,seattle,Grocery Store-no seating - Risk Category I,0.0,2.0,0.0,0.0,2.0,Average
9071,PR0068891,MARRIOTT SEATTLE WATERFRONT,seattle,Caterer - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
9072,PR0084675,JERSEY MIKE'S SUBS,woodinville,Seating 13-50 - Risk Category III,2.0,2.0,0.0,0.0,2.0,Average
9073,PR0003822,SUMMIT FOODS MART,seattle,Grocery Store-no seating - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
9074,PR0083664,GATEWAY DELI,bellevue,Seating 0-12 - Risk Category III,0.0,1.0,0.0,1.0,0.0,Average
9075,PR0086255,TAVERN 12,seattle,Seating 151-250 - Risk Category III,0.0,4.0,1.0,2.0,2.0,Average
9076,PR0080811,DOLLAR TREE #4494,seattle,Grocery Store-no seating - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
9077,PR0085057,ELTANA,seattle,Seating 13-50 - Risk Category III,0.0,2.0,0.0,2.0,0.0,Average
9078,PR0017909,"BLAKE'S PIZZERIA, INC",carnation,Seating 13-50 - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
9079,PR0004426,DOUBLETREE HOTEL SEATTLE,seattle,Seating 151-250 - Risk Category III,0.0,3.0,1.0,0.0,3.0,Average
9080,PR0013275,D & L FOOD MART INC.,seattle,Seating 0-12 - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
9081,PR0071275,SAFEWAY #2734,kirkland,Meat/Sea Food - Risk Category III,0.0,1.0,0.0,1.0,0.0,Average
9082,PR0003778,SOUTH PARK FOOD CENTER,seattle,Grocery Store-no seating - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
9083,PR0083095,"CARNATION CAFE, THE",carnation,Seating 51-150 - Risk Category III,0.0,1.0,0.0,0.0,1.0,Average
9084,PR0082114,WALMART,bellevue,Grocery Store-no seating - Risk Category II,0.0,1.0,0.0,0.0,0.0,Average
9085,PR0082112,WALMART,bellevue,Bakery-no seating - Risk Category II,0.0,1.0,0.0,0.0,0.0,Average
9086,PR0006687,QFC #809,kirkland,Grocery Store-no seating - Risk Category I,0.0,1.0,0.0,0.0,1.0,Average
9087,PR0070123,WALGREEN'S #06901,federal way,Grocery Store-no seating - Risk Category I,0.0,1.0,0.0,0.0,1.0,Average
9088,PR0030134,"BRICK PUB & GRILL, THE",renton,Seating 13-50 - Risk Category III,0.0,2.0,0.0,1.0,1.0,Average
9089,PR0068688,GOURMET LATTE #16,kirkland,Seating 0-12 - Risk Category II,0.0,1.0,0.0,1.0,0.0,Average
9090,PR0007905,QFC #809,kirkland,Meat/Sea Food - Risk Category III,0.0,1.0,0.0,1.0,0.0,Average
9091,PR0026221,JACKSONS #610,shoreline,Grocery Store-no seating - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
9092,PR0020509,QFC #809,kirkland,Seating 0-12 - Risk Category III,0.0,1.0,0.0,0.0,1.0,Average
9093,PR0082113,WALMART,bellevue,Seating 0-12 - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
9094,PR0080270,Hung Long Market,seattle,Grocery Store-no seating - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
9095,PR0011967,POGGIE TAVERN,seattle,Seating 13-50 - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
9096,PR0001198,CHI OMEGA,seattle,Seating 51-150 - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
9097,PR0064291,JUMP START ESPRESSO,federal way,Seating 0-12 - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
9098,PR0029102,QFC #809,kirkland,Meat/Sea Food - Risk Category III,0.0,1.0,0.0,1.0,0.0,Average
9099,PR0006645,PINE LAKE MIDDLE SCHOOL,sammamish,School Lunch Program - Risk II,0.0,2.0,0.0,1.0,0.0,Average
9100,PR0029257,AMONOS TACO TRUCK,duvall,Mobile Food Unit - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
9101,PR0052108,STARBUCKS COFFEE #325,sammamish,Seating 13-50 - Risk Category II,0.0,1.0,0.0,0.0,1.0,Average
9102,PR0054333,JIMMY JOHN'S GOURMET SANDWICHES,seattle,Seating 13-50 - Risk Category II,1.0,1.0,0.0,0.0,0.0,Average
9103,PR0061724,LA SUPERIOR-REDMOND MART,redmond,Seating 0-12 - Risk Category I,0.0,1.0,0.0,1.0,0.0,Average
9104,PR0079690,DABAL MINI MARKET,seattle,Grocery Store-no seating - Risk Category I,0.0,3.0,0.0,1.0,2.0,Average
9105,PR0046756,BIG MARIOS 2,seattle,Seating 13-50 - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
9106,PR0084276,MERCURYS COFFEE,woodinville,Seating 0-12 - Risk Category II,1.0,0.0,0.0,0.0,0.0,NotInspected
9107,PR0069044,GUADALUPE MARKET,burien,Grocery Store-no seating - Risk Category I,0.0,2.0,0.0,0.0,2.0,Average
9108,PR0077194,KRESS IGA SUPERMARKET,seattle,Grocery Store-no seating - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
9109,PR0076320,CAFFE LADRO,seattle,Bakery-no seating - Risk Category II,0.0,2.0,0.0,1.0,1.0,Average
9110,PR0083862,TAYLOR SHELLFISH,seattle,Seating 13-50 - Risk Category III,1.0,1.0,0.0,1.0,0.0,Average
9111,PR0077340,CHOCOLOPOLIS,seattle,Seating 0-12 - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
9112,PR0044058,PAGLIACCI,seattle,Seating 0-12 - Risk Category III,0.0,1.0,0.0,1.0,0.0,Average
9113,PR0076200,VICTROLA COFFEE,seattle,Seating 0-12 - Risk Category II,1.0,1.0,0.0,0.0,0.0,Average
9114,PR0011710,TOP MARKET & DELI,bothell,Grocery Store-no seating - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
9115,PR0013839,CHEVRON STATION #9-3299,bothell,Grocery Store-no seating - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
9116,PR0084468,TEAVANA #24666,seattle,Seating 0-12 - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
9117,PR0086473,CVS PHARMACY #10659,federal way,Grocery Store-no seating - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
9118,PR0081827,"SKILLET STREET FOOD, LLC",seattle,Mobile Food Unit - Risk Category III,0.0,4.0,0.0,0.0,4.0,Average
9119,PR0078059,BERLINER DONER KEBAB,seattle,Seating 0-12 - Risk Category III,1.0,1.0,0.0,0.0,0.0,Average
9120,PR0031480,CAFE AROMA,shoreline,Seating 0-12 - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
9121,PR0034359,CHAUTAUQUA ELEMENTARY,vashon island,School Lunch Program - Risk II,0.0,2.0,0.0,0.0,0.0,Average
9122,PR0082117,CARAVAN CREPES (KC174),seattle,Mobile Food Unit - Risk Category III,0.0,2.0,0.0,1.0,1.0,Average
9123,PR0082449,JIMMY JOHN'S #1520,renton,Seating 51-150 - Risk Category II,1.0,1.0,0.0,1.0,0.0,Average
9124,PR0008480,RED LOBSTER  #448,federal way,Seating > 250 - Risk Category III,0.0,2.0,0.0,0.0,0.0,Average
9125,PR0005696,PIZZA HUT #13868,auburn,Seating 0-12 - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
9126,PR0024146,MCMURRAY MIDDLE SCHOOL,vashon island,School Lunch Program - Risk II,0.0,2.0,0.0,0.0,0.0,Average
9127,PR0086346,BA BAR- SOUTH LAKE UNION,seattle,Seating 51-150 - Risk Category III,1.0,1.0,0.0,0.0,1.0,Average
9128,PR0084828,NIBBLES (KC328),seattle,Mobile Food Unit - Risk Category III,0.0,3.0,0.0,2.0,0.0,High
9129,PR0079300,MARVEL FOOD & DELI - GROCERY,auburn,Seating 13-50 - Risk Category III,1.0,5.0,1.0,2.0,3.0,Average
9130,PR0067668,CAFFE NAUTICA - BURTON COFFEE STAND,vashon island,Mobile Food Unit - Risk Category I,0.0,3.0,0.0,2.0,1.0,Average
9131,PR0055027,WALGREENS  #4898,seattle,Grocery Store-no seating - Risk Category I,0.0,1.0,0.0,1.0,0.0,Average
9132,PR0024334,ANGELICA'S RESTAURANT,federal way,Seating 51-150 - Risk Category III,1.0,3.0,0.0,2.0,1.0,Average
9133,PR0076599,MINGLEMENT,vashon,Seating 0-12 - Risk Category III,2.0,1.0,0.0,1.0,0.0,Average
9134,PR0003272,MANGETOUT CATERING,seattle,Caterer - Risk Category III,0.0,2.0,0.0,1.0,0.0,Average
9135,PR0008363,PITA BITE,seattle,Seating 0-12 - Risk Category III,1.0,0.0,0.0,0.0,0.0,NotInspected
9136,PR0043427,RIVER ROCK GRILL & ALEHOUSE,renton,Seating > 250 - Risk Category III,1.0,0.0,0.0,0.0,0.0,NotInspected
9137,PR0078078,BURIEN PRESS,burien,Seating 13-50 - Risk Category II,0.0,2.0,0.0,0.0,2.0,Average
9138,PR0004564,HARBOR MERCANTILE,vashon island,Grocery Store-no seating - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
9139,PR0076613,WAREHOUSE DEMO SERVICES #61,federal way,Seating 0-12 - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
9140,PR0082867,TWIN CEDARS WINERY - TASTING ROOM/VARIANCE,issaquah,Limited Food Services - no permanent plumbing,0.0,1.0,0.0,0.0,0.0,Average
9141,PR0084917,STARBUCKS #23310,bothell,Seating 51-150 - Risk Category II,0.0,1.0,0.0,0.0,0.0,Average
9142,PR0081480,LIL WOODY'S,seattle,Seating 13-50 - Risk Category III,0.0,1.0,0.0,0.0,1.0,Average
9143,PR0086260,UPGRADE ESPRESSO,bellevue,Seating 0-12 - Risk Category I,0.0,2.0,0.0,2.0,0.0,Average
9144,PR0005872,EL SENOR POLLO DE KENT,kent,Seating 13-50 - Risk Category III,1.0,0.0,0.0,0.0,0.0,NotInspected
9145,PR0084695,MARVEL FOOD & DELI - COMMISSARY KITCHEN,auburn,Seating 0-12 - Risk Category III,0.0,1.0,0.0,1.0,0.0,Average
9146,PR0064240,MCDONALD'S OF BURIEN #6122,burien,Seating 51-150 - Risk Category III,0.0,2.0,0.0,0.0,0.0,Average
9147,PR0077634,MONSTER CONCERTS INC STUDIO SEVEN,seattle,Seating 13-50 - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
9148,PR0052212,DIMPLES GIFT & SUNDRIES,seattle,Grocery Store-no seating - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
9149,PR0014081,MAPLE VALLEY COMMUNITY CENTER,maple valley,Non-Profit Institution - Risk Category II,0.0,1.0,0.0,0.0,0.0,Average
9150,PR0066522,BOTHELL POLICE DEPARTMENT,bothell,Non-Profit Institution - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
9151,PR0083048,ARAYA'S PLACE,seattle,Seating 51-150 - Risk Category III,0.0,13.0,4.0,5.0,11.0,VeryLow
9152,PR0023140,NOODLE BOAT,issaquah,Seating 13-50 - Risk Category III,0.0,3.0,0.0,2.0,1.0,Average
9153,PR0001396,ISSIAN,seattle,Seating 51-150 - Risk Category III,0.0,6.0,0.0,3.0,3.0,Average
9154,PR0086706,CAPITOL COFFEE WORKS,seattle,Seating 0-12 - Risk Category III,1.0,1.0,0.0,0.0,0.0,Average
9155,PR0033773,CASH & CARRY #556,federal way,Grocery Store-no seating - Risk Category II,1.0,1.0,0.0,0.0,0.0,Average
9156,PR0081131,UNEEDA BURGER,seattle,Seating 13-50 - Risk Category III,1.0,0.0,0.0,0.0,0.0,NotInspected
9157,PR0063755,STARBUCKS COFFEE #3316,shoreline,Seating 13-50 - Risk Category II,0.0,1.0,0.0,0.0,0.0,Average
9158,PR0071353,HUONG DUONG,seattle,Seating 13-50 - Risk Category III,0.0,4.0,0.0,1.0,3.0,Average
9159,PR0082825,CONVERGENCE ZONE CELLARS - TASTING ROOM/VARIANCE,woodinville,Limited Food Services - no permanent plumbing,0.0,2.0,0.0,0.0,0.0,Average
9160,PR0006147,BRIDLE TRAILS RED APPLE MARKET,kirkland,Grocery Store-no seating - Risk Category I,0.0,3.0,0.0,0.0,2.0,Average
9161,PR0008418,HANS DELI & GROCERY,seattle,Seating 0-12 - Risk Category III,1.0,2.0,0.0,0.0,1.0,Average
9162,PR0084595,TROPICAL SMOOTHIE CAFE,bellevue,Seating 13-50 - Risk Category II,0.0,3.0,0.0,1.0,2.0,Average
9163,PR0047340,FOO LAM CHINESE RESTAURANT,seattle,Seating 51-150 - Risk Category III,0.0,12.0,0.0,10.0,2.0,Average
9164,PR0081706,FINN HILL JR HIGH SCHOOL,kirkland,School Lunch Program - Risk II,0.0,2.0,0.0,0.0,0.0,Average
9165,PR0071373,CLUBHOUSE  SPORTBAR & GRILL,kent,Seating 151-250 - Risk Category III,0.0,9.0,0.0,6.0,3.0,Average
9166,PR0006146,BRIDLE TRAILS RED APPLE MARKET,kirkland,Bakery-no seating - Risk Category II,1.0,1.0,0.0,0.0,0.0,Average
9167,PR0077794,JOE'S DELI,kent,Seating 13-50 - Risk Category III,2.0,1.0,0.0,0.0,1.0,Average
9168,PR0086633,W HOTEL BELLEVUE,bellevue,Seating > 250 - Risk Category III,1.0,3.0,0.0,1.0,2.0,Average
9169,PR0043255,BELLEVUE INTERNATIONAL SCHOOL,bellevue,School Lunch Program - Risk II,0.0,2.0,0.0,0.0,0.0,Average
9170,PR0040129,SAFEWAY INC #1508,seattle,Seating 13-50 - Risk Category II,1.0,1.0,0.0,1.0,0.0,Average
9171,PR0082527,CHERRY CREST ELEMENTARY,bellevue,School Lunch Program - Risk II,0.0,2.0,0.0,0.0,0.0,Average
9172,PR0005612,MARYS FINE FOODS,kent,Seating 51-150 - Risk Category III,1.0,3.0,0.0,0.0,0.0,High
9173,PR0007948,SAFEWAY INC #366,renton,Meat/Sea Food - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
9174,PR0085952,12 SCOOPS,seattle,Seating 0-12 - Risk Category I,0.0,1.0,0.0,1.0,0.0,Average
9175,PR0001946,ST BENEDICTS SCHOOL KITCHEN,seattle,Non-Profit Institution - Risk Category I,1.0,3.0,0.0,0.0,2.0,Average
9176,PR0086148,MANU'S TACOS,seattle,Seating 0-12 - Risk Category III,1.0,5.0,0.0,2.0,2.0,Average
9177,PR0001259,DANIEL BAGLEY ELEMENTARY,seattle,School Lunch Program - Risk II,0.0,2.0,0.0,0.0,0.0,Average
9178,PR0071917,HAZELWOOD ELEMENTARY SCHOOL,newcastle,School Lunch Program - Risk II,0.0,3.0,0.0,0.0,0.0,High
9179,PR0018036,SAFEWAY INC #219,seattle,Seating 0-12 - Risk Category III,0.0,1.0,0.0,1.0,0.0,Average
9180,PR0052253,B'S HOT DOGS,seattle,Mobile Food Unit - Risk Category II,0.0,1.0,0.0,0.0,0.0,Average
9181,PR0082731,Bellevue Brewing Company,bellevue,Seating 151-250 - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
9182,PR0082521,ASADERO SINALOA INC,kent,Seating 0-12 - Risk Category III,1.0,0.0,1.0,0.0,0.0,NotInspected
9183,PR0001139,BLANCHET HIGH SCHOOL KITC,seattle,Non-Profit Institution - Risk Category III,1.0,1.0,0.0,0.0,0.0,Average
9184,PR0084270,DOWN POUR COFFEE BAR,redmond,Seating 13-50 - Risk Category II,0.0,2.0,0.0,2.0,0.0,Average
9185,PR0018230,KING'S BARBEQUE HOUSE,seattle,Seating 0-12 - Risk Category III,1.0,5.0,0.0,4.0,1.0,Average
9186,PR0045019,TOGETHER COFFEE,renton,Seating 0-12 - Risk Category II,0.0,2.0,0.0,1.0,0.0,Average
9187,PR0083541,ROARING BOWL,seattle,Seating 13-50 - Risk Category III,0.0,2.0,0.0,2.0,0.0,Average
9188,PR0046927,EINSTEIN BROS BAGELS #2171,seattle,Seating 0-12 - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
9189,PR0086395,TERTULIA CELLARS,woodinville,Seating 0-12 - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
9190,PR0072145,EMERALD CITY SMOOTHIE,redmond,Seating 0-12 - Risk Category II,0.0,1.0,0.0,1.0,0.0,Average
9191,PR0084586,H - MART,bellevue,Seating 13-50 - Risk Category III,0.0,3.0,0.0,2.0,1.0,Average
9192,PR0083460,INTERNATIONAL COMMUNITY SCHOOL,kirkland,School Lunch Program - Risk II,0.0,1.0,0.0,0.0,0.0,Average
9193,PR0052028,EMERSON HIGH SCHOOL,kirkland,School Lunch Program - Risk II,0.0,2.0,0.0,0.0,0.0,Average
9194,PR0077329,SUNNY TERIYAKI,tukwila,Seating 13-50 - Risk Category III,1.0,8.0,0.0,2.0,6.0,Low
9195,PR0003528,PROMENADE RED APPLE MARKET,seattle,Grocery Store-no seating - Risk Category I,0.0,2.0,0.0,1.0,1.0,Average
9196,PR0071044,JEBENA CAFE,seattle,Seating 13-50 - Risk Category III,0.0,3.0,0.0,3.0,0.0,High
9197,PR0024454,CAFE LUNA,vashon island,Seating 13-50 - Risk Category III,2.0,1.0,0.0,0.0,1.0,Average
9198,PR0013442,HIBACHI BUFFET JIANG INC,auburn,Seating > 250 - Risk Category III,0.0,8.0,0.0,4.0,4.0,Average
9199,PR0080933,ISSAQUAH HIGH SCHOOL,issaquah,Non-Profit Institution - Risk Category III,0.0,1.0,0.0,1.0,0.0,Average
9200,PR0073419,NEW WORLD MARKET LP,federal way,Grocery Store-no seating - Risk Category I,0.0,2.0,0.0,1.0,1.0,Average
9201,PR0079660,LEAHILL VILLAGE MARKET,auburn,Grocery Store-no seating - Risk Category I,0.0,1.0,0.0,0.0,1.0,Average
9202,PR0080725,DOLLAR TREE #4423,tukwila,Grocery Store-no seating - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
9203,PR0003261,MADRONA SCHOOL LUNCH,seattle,School Lunch Program - Risk II,0.0,1.0,0.0,0.0,0.0,Average
9204,PR0072057,BOTHELL SENIOR HIGH SCHOOL,bothell,Non-Profit Institution - Risk Category II,1.0,2.0,0.0,0.0,0.0,Average
9205,PR0013497,VASHON ISLAND BAKING COMPANY,vashon island,Seating 0-12 - Risk Category III,1.0,2.0,0.0,0.0,0.0,Average
9206,PR0007006,WESTERNCO DONUT,bellevue,Seating 0-12 - Risk Category II,1.0,1.0,0.0,0.0,0.0,Average
9207,PR0029526,TREASURES GIFTS,seattle,Grocery Store-no seating - Risk Category I,0.0,1.0,0.0,0.0,1.0,Average
9208,PR0032228,SHERATON  BELLEVUE HOTEL,bellevue,Seating > 250 - Risk Category III,0.0,2.0,0.0,0.0,0.0,Average
9209,PR0076912,MOUNT RAINIER HIGH SCHOOL,des moines,School Lunch Program - Risk II,0.0,2.0,0.0,1.0,0.0,Average
9210,PR0022938,DOMINO'S PIZZA #7063,seattle,Seating 0-12 - Risk Category III,0.0,2.0,0.0,1.0,0.0,Average
9211,PR0003522,PUGET CONSUMERS CO-OP #6550-6,seattle,Seating 0-12 - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
9212,PR0066471,COLD STONE CREAMERY,bellevue,Seating 13-50 - Risk Category II,1.0,1.0,0.0,0.0,0.0,Average
9213,PR0052031,SUN PACIFIC #38,burien,Grocery Store-no seating - Risk Category I,0.0,3.0,0.0,0.0,2.0,Average
9214,PR0077322,MERCATO BELLAGIO,seattle,Grocery Store-no seating - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
9215,PR0012512,FAMILY PANCAKE HOUSE,redmond,Seating 51-150 - Risk Category III,0.0,3.0,0.0,2.0,1.0,Average
9216,PR0071337,MERCURY'S COFFEE CO.,redmond,Seating 0-12 - Risk Category I,0.0,1.0,0.0,1.0,0.0,Average
9217,PR0004066,WASHINGTON MIDDLE SCHOOL,seattle,School Lunch Program - Risk II,0.0,2.0,0.0,0.0,0.0,Average
9218,PR0071412,SEQUOYAH MIDDLE SCHOOL,auburn,School Lunch Program - Risk II,0.0,2.0,0.0,0.0,0.0,Average
9219,PR0082793,"BEER AUTHORITY, LLC",seattle,Seating 13-50 - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
9220,PR0067042,AFC SUSHI (SAFEWAY #490),bellevue,Seating 0-12 - Risk Category III,0.0,2.0,0.0,2.0,0.0,Average
9221,PR0041384,SANTORINI PIZZA & PASTA,seattle,Seating 13-50 - Risk Category III,1.0,1.0,0.0,0.0,0.0,Average
9222,PR0073416,NEW WORLD MARKET LP,federal way,Meat/Sea Food - Risk Category III,0.0,3.0,0.0,1.0,1.0,Average
9223,PR0080548,Bartell Drug #27,bellevue,Grocery Store-no seating - Risk Category I,0.0,2.0,0.0,0.0,0.0,Average
9224,PR0008806,SHY GIANT,seattle,Seating 0-12 - Risk Category II,1.0,1.0,0.0,0.0,0.0,Average
9225,PR0071153,SARAJEVO LOUNGE,seattle,Seating 51-150 - Risk Category III,0.0,2.0,0.0,0.0,2.0,Average
9226,PR0076368,MEDINA ELEMENTARY,medina,School Lunch Program - Risk II,0.0,3.0,0.0,0.0,0.0,High
9227,PR0072160,RIDGE SUPERMARKET,snoqualmie,Seating 0-12 - Risk Category III,0.0,3.0,0.0,0.0,1.0,Average
9228,PR0003799,ST THERESE SCHOOL,seattle,Non-Profit Institution - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
